regions,departements,communes,district_dr,villages,id_men,culture_label,culture,superficie,production_kg,appreciation,principal_prod,principal_prod_other,transformer_production,type_transformation,type_transformation_other,destination_prod
Kaolack,Guinguinéo,GAGNICK,-,Keur yoro,3858,Niébé,Niébé,1,80,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaolack,Guinguinéo,GAGNICK,-,Keur yoro,3858,Arachide,Arachide,5,1000,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Kanene kane,3859,Mil,Mil,3,1200,Un peu plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Kanene kane,3859,Niébé,Niébé,2,200,Beaucoup plus faible,Insectes,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Kanene kane,3859,Arachide,Arachide,4,600,Beaucoup plus faible,Peu de pluies,,Non,,,
Fatick,Gossas,PATAR LIA,-,Banane,3860,Mil,Mil,2,600,Beaucoup plus faible,Divagation du bétail,,Non,,,
Fatick,Gossas,PATAR LIA,-,Banane,3860,Niébé,Niébé,1,150,Un peu plus faible,Insectes,,Non,,,
Fatick,Gossas,PATAR LIA,-,Banane,3860,Arachide,Arachide,4,750,Un peu plus faible,Peu de pluies,,Non,,,
Fatick,Foundiougne,TOUBACOUTA,-,Missira ngandior,3861,Mil,Mil,1.5,750,Un peu plus élevée,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Sédhiou,Sédhiou,DIENDE,-,KOUNAYAN,3862,Mil,Mil,1.5,900,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Sédhiou,DIENDE,-,KOUNAYAN,3862,Riz,Riz,1,500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Sédhiou,Sédhiou,DIENDE,-,KOUNAYAN,3862,Arachide,Arachide,2,1000,Beaucoup plus faible,Peu de pluies,,Non,,,
Dakar,Rufisque,BAMBYLOR,-,Gorom3,3863,Mais,Mais,.5,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Dakar,Rufisque,BAMBYLOR,-,Gorom3,3863,Niébé,Niébé,.3,300,Un peu plus faible,Peu de pluies,,Non,,,
Dakar,Rufisque,BAMBYLOR,-,Gorom3,3863,Arachide,Arachide,1,100,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,THIEPPE,-,Marina ndiaye,3864,Mil,Mil,10,500,Un peu plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,THIEPPE,-,Marina ndiaye,3864,Niébé,Niébé,5,750,Beaucoup plus faible,Insectes,,Non,,,
Louga,Kébémer,THIEPPE,-,Marina ndiaye,3864,Arachide,Arachide,5,1500,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,PAKOUR,-,Kountada,3865,Sorgho,Sorgho,1.75,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAKOUR,-,Kountada,3865,Mais,Mais,.7500000000000001,567,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAKOUR,-,Kountada,3865,Arachide,Arachide,1,200,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kolda,Velingara,PAKOUR,-,Kountada,3865,Coton,Coton,1.5,800,Beaucoup plus faible,Peu de pluies,,Non,,,
Thiès,Mbour,N!GUENIENE,-,Fadial serrere,3866,Mil,Mil,1.5,650,Un peu plus élevée,,,Non,,,
Matam,Ranérou,VELINGARA,-,Thonokh,3867,Arachide,Arachide,3,500,Un peu plus élevée,,,Non,,,
Matam,Ranérou,VELINGARA,-,Thonokh,3867,Sésame,Sésame,1,100,Un peu plus élevée,,,Non,,,
Fatick,Gossas,OUADIOUR,-,Mboudaye,3868,Mil,Mil,1,600,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Fatick,Gossas,OUADIOUR,-,Mboudaye,3868,Niébé,Niébé,1,200,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kolda,Médina Yoro Foula,BOUROUCO,-,Afia Bacary,3869,Mil,Mil,2,550,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kolda,Médina Yoro Foula,BOUROUCO,-,Afia Bacary,3869,Arachide,Arachide,2,1250,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Louga,Linguère,KAMB,-,Thiankhe,3870,Mil,Mil,4,1200,La même,,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Ziguinchor,Bignona,KATABA I,-,Selety,3871,Riz,Riz,.125,100,Un peu plus faible,Divagation du bétail,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Ziguinchor,Bignona,KATABA I,-,Selety,3871,Arachide,Arachide,.2,250,Un peu plus élevée,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Kédougou,Kédougou,TOMBORONKOTO,-,Bagnomba,3872,Sorgho,Sorgho,1.5,3500,Beaucoup plus élevée,,,Non,,,
Kédougou,Kédougou,TOMBORONKOTO,-,Bagnomba,3872,Mais,Mais,1,1000,La même,,,Oui toute la production,Décorticage,,Autoconsommation
Fatick,Gossas,NDIENE LAGANE,-,Thielle  patieme,3873,Mil,Mil,5,4000,Un peu plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Fatick,Gossas,NDIENE LAGANE,-,Thielle  patieme,3873,Mais,Mais,1,600,Un peu plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Fatick,Gossas,NDIENE LAGANE,-,Thielle  patieme,3873,Arachide,Arachide,5,2000,Un peu plus faible,Peu de pluies,,Non,,,
Fatick,Gossas,PATAR LIA,-,Bounfassow,3874,Mil,Mil,2,1200,Beaucoup plus élevée,,,Non,,,
Fatick,Gossas,PATAR LIA,-,Bounfassow,3874,Arachide,Arachide,8,1000,Beaucoup plus élevée,,,Non,,,
Fatick,Gossas,PATAR LIA,-,Bounfassow,3874,Pastèque,Pastèque,1,2000,Beaucoup plus élevée,,,Non,,,
Sédhiou,Bounkilling,FAOUNE,-,MÉDINA BOCAR SY,3875,Mil,Mil,4,1050,Un peu plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,FAOUNE,-,MÉDINA BOCAR SY,3875,Mais,Mais,2,600,La même,,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,FAOUNE,-,MÉDINA BOCAR SY,3875,Arachide,Arachide,5,4500,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Ziguinchor,Bignona,DJINAKI,-,Baline,3876,Riz,Riz,.5,900,Un peu plus élevée,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Ziguinchor,Bignona,DJINAKI,-,Baline,3876,Arachide,Arachide,1,875,Beaucoup plus élevée,,,Non,,,
Sédhiou,Goudomp,YARANG BALANTE,-,Faradianto,3877,Mais,Mais,1,600,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Sédhiou,Goudomp,YARANG BALANTE,-,Faradianto,3877,Riz,Riz,1,350,Un peu plus élevée,,,Non,,,
Sédhiou,Sédhiou,DIENDE,-,KOUNAYAN,3878,Sorgho,Sorgho,1,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Sédhiou,DIENDE,-,KOUNAYAN,3878,Riz,Riz,1,450,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Sédhiou,Sédhiou,DIENDE,-,KOUNAYAN,3878,Niébé,Niébé,.7500000000000001,350,Un peu plus faible,Peu de pluies,,Non,,,
Kaffrine,Malem Hoddar,DIANKE SOUF,-,mbabanene,3879,Mil,Mil,3,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Malem Hoddar,DIANKE SOUF,-,mbabanene,3879,Mais,Mais,2,350,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaolack,Guinguinéo,GAGNICK,-,Ndialigue,3880,Mil,Mil,2,50,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaolack,Guinguinéo,GAGNICK,-,Ndialigue,3880,Arachide,Arachide,3,150,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,LINKERING,-,Lislam,3881,Sorgho,Sorgho,.5,270,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,LINKERING,-,Lislam,3881,Mais,Mais,.25,307,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,LINKERING,-,Lislam,3881,Arachide,Arachide,.25,400,La même,,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Tambacounda,Tambacounda,MISSIRAH,-,1,3882,Mil,Mil,.5,100,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Tambacounda,MISSIRAH,-,1,3882,Sorgho,Sorgho,.5,50,Beaucoup plus faible,Peu de pluies,,Non,,,
Tambacounda,Tambacounda,MISSIRAH,-,1,3882,Mais,Mais,1,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Tambacounda,MISSIRAH,-,1,3882,Arachide,Arachide,1,600,Un peu plus faible,Peu de pluies,,Non,,,
Sédhiou,Sédhiou,OUDOUCAR,-,Oudoucar,3883,Riz,Riz,1,500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Sédhiou,Sédhiou,OUDOUCAR,-,Oudoucar,3883,Arachide,Arachide,1,300,Un peu plus faible,Peu de pluies,,Non,,,
Kaffrine,Malem Hoddar,DAROU MINAM II,-,Médina Mbayene,3884,Sorgho,Sorgho,2,100,Un peu plus faible,Peu de pluies,,Non,,,
Kaffrine,Malem Hoddar,DAROU MINAM II,-,Médina Mbayene,3884,Arachide,Arachide,12,3000,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,SAME gueyene,3885,Mil,Mil,2,300,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,SAME gueyene,3885,Mais,Mais,1,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,SAME gueyene,3885,Arachide,Arachide,2,400,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Sare boyly,3886,Mil,Mil,5,3000,Beaucoup plus faible,Peu de pluies,,Oui la moitié de la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Sare boyly,3886,Sorgho,Sorgho,2,600,Beaucoup plus faible,Peu de pluies,,Non,,,
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Sare boyly,3886,Mais,Mais,7.000000000000001,4150,Beaucoup plus faible,Peu de pluies,,Oui plus de la moitié de la production,Granulé,,Autoconsommation & Vente
Kaolack,Guinguinéo,OUROUR,-,Lambock 1,3887,Mil,Mil,1,900,Un peu plus élevée,,,Non,,,
Kaolack,Guinguinéo,OUROUR,-,Lambock 1,3887,Arachide,Arachide,1,700,Un peu plus élevée,,,Oui toute la production,other,Aucun,Vente
Sédhiou,Bounkilling,NDIAMALATHIEL,-,Ndiamalathel,3888,Mil,Mil,3,2500,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,NDIAMALATHIEL,-,Ndiamalathel,3888,Mais,Mais,1.5,450,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,NDIAMALATHIEL,-,Ndiamalathel,3888,Arachide,Arachide,2.5,910,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Diourbel,Diourbel,PATAR,-,Londior,3889,Mil,Mil,1.5,900,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Diourbel,Diourbel,PATAR,-,Londior,3889,Niébé,Niébé,1,55,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Diourbel,Diourbel,PATAR,-,Londior,3889,Arachide,Arachide,1.5,700,Un peu plus faible,Perte de fertilité du sol,,Oui moins de la moitié de la production,Étuvage,,Autoconsommation & Vente
Kolda,Velingara,PAROUMBA,-,Kollo,3890,Sorgho,Sorgho,1,570,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAROUMBA,-,Kollo,3890,Mais,Mais,.7500000000000001,500,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAROUMBA,-,Kollo,3890,Arachide,Arachide,1,475,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Ziguinchor,Oussouye,DJEMBERING,-,Cabrousse mossor,3891,Riz,Riz,.8831000000000001,850,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Sédhiou,Bounkilling,DIAROUME,-,Diaroume,3892,Mais,Mais,1,120,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kédougou,Saraya,BEMBOU,-,Diala konate,3893,Sorgho,Sorgho,1,900,La même,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kédougou,Saraya,BEMBOU,-,Diala konate,3893,Arachide,Arachide,.5,800,Un peu plus faible,Divagation du bétail,,Oui toute la production,Décorticage,,Autoconsommation
Louga,Kébémer,NDANDE,-,Ndiongue fall,3894,Arachide,Arachide,1,10500,Un peu plus faible,Peu de pluies,,Non,,,
Sédhiou,Goudomp,DIOUBOUDOU,-,Dahra,3895,Niébé,Niébé,1,142,La même,,,Oui moins de la moitié de la production,Décorticage,,Vente
Louga,Louga,SAKAL,-,Mbekhelul,3896,Mil,Mil,1,100,Beaucoup plus faible,Insectes,,Oui toute la production,Mouture (farine),,Autoconsommation
Louga,Louga,SAKAL,-,Mbekhelul,3896,Niébé,Niébé,1,100,Un peu plus faible,Insectes,,Oui toute la production,Décorticage,,Autoconsommation
Diourbel,Mbacké,TOUBA MOSQUEE,-,Naida,3897,Mil,Mil,2,750,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Mbacké,TOUBA MOSQUEE,-,Naida,3897,Niébé,Niébé,.5,90,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Diourbel,Mbacké,TOUBA MOSQUEE,-,Naida,3897,Arachide,Arachide,2,600,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kédougou,Kédougou,DINDIFELO,-,Pelele Kindessa,3898,Mais,Mais,2,1500,La même,,,Oui plus de la moitié de la production,Brisure,,Autoconsommation
Kaffrine,Birkelane,MABO,-,Koumpeul Wolof,3899,Mil,Mil,2,800,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,MABO,-,Koumpeul Wolof,3899,Mais,Mais,1,1000,Un peu plus faible,Peu de pluies,,Non,,,
Kaffrine,Birkelane,MABO,-,Koumpeul Wolof,3899,Arachide,Arachide,1,1000,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Ziguinchor,Ziguinchor,NYASSIA,-,Nayssia,3900,Riz,Riz,.2,240,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Sédhiou,Bounkilling,FAOUNE,-,FAOUNE,3901,Riz,Riz,1,150,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Sédhiou,Bounkilling,FAOUNE,-,FAOUNE,3901,Arachide,Arachide,2,1500,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,other,En pâte d'arachide,Autoconsommation
Kolda,Kolda,DIOULACOLON,-,Sinthiang Samba Coulibali,3902,Niébé,Niébé,1,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Kolda,DIOULACOLON,-,Sinthiang Samba Coulibali,3902,Arachide,Arachide,1,1000,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Kolda,DIOULACOLON,-,Sinthiang Samba Coulibali,3902,Pastèque,Pastèque,1,1000,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,PAKOUR,-,Diao  counda,3903,Mil,Mil,.7500000000000001,575,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAKOUR,-,Diao  counda,3903,Mais,Mais,1.25,750,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,PAKOUR,-,Diao  counda,3903,Arachide,Arachide,.7500000000000001,555,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Saint-Louis,Saint-Louis,GANDON,-,Rao wouro,3904,Niébé,Niébé,.5,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Tambacounda,Bakel,BALLOU,-,Ballou,3905,Sorgho,Sorgho,.5,750,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Bakel,BALLOU,-,Ballou,3905,Mais,Mais,.2,450,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Bakel,BALLOU,-,Ballou,3905,Arachide,Arachide,.25,200,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,N’DIOGNICK,-,Darou pakala,3906,Mil,Mil,8,2400,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,N’DIOGNICK,-,Darou pakala,3906,Mais,Mais,2,600,Un peu plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,N’DIOGNICK,-,Darou pakala,3906,Arachide,Arachide,6.000000000000001,2250,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Tambacounda,Bakel,BALLOU,-,Ballou,3907,Sorgho,Sorgho,.3345,257,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Bakel,BALLOU,-,Ballou,3907,Arachide,Arachide,.3210000000000001,228,Beaucoup plus faible,Peu de pluies,,Non,,,
Tambacounda,Tambacounda,NIANI TOUCOULEUR,-,Barsafo,3908,Mil,Mil,2.5554,1500,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Tambacounda,NIANI TOUCOULEUR,-,Barsafo,3908,Arachide,Arachide,2.8855,2500,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation & Vente
Saint-Louis,Podor,DODEL,-,THIENEL SAKHOBE,3909,Riz,Riz,1,4800,La même,,,Non,,,
Kaolack,Guinguinéo,GAGNICK,-,Gagnick khodjil,3910,Mil,Mil,2,2500,Un peu plus faible,Perte de fertilité du sol,,Oui la moitié de la production,Étuvage,,Autoconsommation & Vente
Kaolack,Guinguinéo,GAGNICK,-,Gagnick khodjil,3910,Niébé,Niébé,3,250,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kaolack,Guinguinéo,GAGNICK,-,Gagnick khodjil,3910,Arachide,Arachide,3,1500,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,N!GOGOM,-,Mbary,3911,Mil,Mil,1,1500,Beaucoup plus élevée,,,Non,,,
Diourbel,Bambey,N!GOGOM,-,Mbary,3911,Niébé,Niébé,.5,300,Un peu plus élevée,,,Oui la moitié de la production,Décorticage,,Vente
Diourbel,Bambey,N!GOGOM,-,Mbary,3911,Arachide,Arachide,.5,600,Un peu plus élevée,,,Non,,,
Saint-Louis,Saint-Louis,N’DIEBENE GANDIOLE,-,Mbarigo,3912,Niébé,Niébé,.15,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,REFANE,-,Ngangounné,3913,Mil,Mil,2.6,2000,Beaucoup plus élevée,,,Non,,,
Diourbel,Bambey,REFANE,-,Ngangounné,3913,Niébé,Niébé,.6000000000000001,400,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Vente
Diourbel,Bambey,REFANE,-,Ngangounné,3913,Arachide,Arachide,3,1500,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Vente
Diourbel,Mbacké,DENDEYE GOUYE GUI,-,Dendeye,3914,Mil,Mil,4,2460,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Mbacké,DENDEYE GOUYE GUI,-,Dendeye,3914,Niébé,Niébé,1,500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Diourbel,Mbacké,DENDEYE GOUYE GUI,-,Dendeye,3914,Arachide,Arachide,2,3000,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Sédhiou,Sédhiou,SANSAMBA,-,Nemadiaour,3915,Mil,Mil,1,120,Un peu plus faible,Insectes,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Sédhiou,SANSAMBA,-,Nemadiaour,3915,Mais,Mais,1,440,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Bambey,BABA GARAGE,-,Kewre,3917,Mil,Mil,.77,400,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Diourbel,Bambey,BABA GARAGE,-,Kewre,3917,Arachide,Arachide,2.88,400,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaolack,Guinguinéo,NDIAGO,-,Ndiagne kahone,3918,Mil,Mil,1,100,Un peu plus élevée,,,Non,,,
Kaolack,Guinguinéo,NDIAGO,-,Ndiagne kahone,3918,Arachide,Arachide,1,200,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Vente
Fatick,Foundiougne,KEUR SAMBA GUEYE,-,Keur samba gueye,3919,Mil,Mil,2,1000,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Foundiougne,KEUR SAMBA GUEYE,-,Keur samba gueye,3919,Mais,Mais,1.5,900,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Foundiougne,KEUR SAMBA GUEYE,-,Keur samba gueye,3919,Arachide,Arachide,2,900,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kolda,Velingara,KANDIA,-,Sare  el hadji sory,3920,Mais,Mais,1.5,625,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,KANDIA,-,Sare  el hadji sory,3920,Arachide,Arachide,1.75,600,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kaffrine,Birkelane,KEUR M’BOUKI,-,Guer,3921,Mil,Mil,.5,300,Un peu plus faible,Divagation du bétail,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,KEUR M’BOUKI,-,Guer,3921,Mais,Mais,.5,250,Beaucoup plus faible,Divagation du bétail,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Fatick,MBELACADIAO,-,Thiaba,3922,Mil,Mil,3.5,800,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation & Vente
Fatick,Fatick,MBELACADIAO,-,Thiaba,3922,Sorgho,Sorgho,.7000000000000001,100,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Fatick,MBELACADIAO,-,Thiaba,3922,Arachide,Arachide,2,500,Un peu plus élevée,,,Oui la moitié de la production,Décorticage,,Autoconsommation
Louga,Kébémer,SAGATTA GUETH,-,Kantar diagne,3923,Mil,Mil,4,2000,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,SAGATTA GUETH,-,Kantar diagne,3923,Niébé,Niébé,3,1000,Beaucoup plus faible,Insectes,,Non,,,
Louga,Kébémer,SAGATTA GUETH,-,Kantar diagne,3923,Arachide,Arachide,3,960,Beaucoup plus faible,Peu de pluies,,Non,,,
Matam,Matam,OGO,-,Danthiady,3924,Mil,Mil,.5,1050,Beaucoup plus faible,Peu de pluies,,Oui la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Diourbel,Bambey,REFANE,-,Thiola,3925,Mil,Mil,1.7,800,Beaucoup plus élevée,,,Non,,,
Diourbel,Bambey,REFANE,-,Thiola,3925,Arachide,Arachide,.5,100,Un peu plus élevée,,,Non,,,
Thiès,Mbour,SINDIA,-,Kiniabour 2,3926,Arachide,Arachide,.35,50,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaolack,Guinguinéo,MBADAKHOUNE,-,Djibayalla,3928,Mil,Mil,8,700,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,other,Couscous,Autoconsommation & Vente
Kaolack,Guinguinéo,MBADAKHOUNE,-,Djibayalla,3928,Niébé,Niébé,1,100,Un peu plus élevée,,,Non,,,
Kaffrine,Malem Hoddar,SAGNA,-,Darou  salam 2,3929,Mil,Mil,1,100,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Kaffrine,Malem Hoddar,SAGNA,-,Darou  salam 2,3929,Sorgho,Sorgho,1,30,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaffrine,Malem Hoddar,SAGNA,-,Darou  salam 2,3929,Mais,Mais,1,100,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Mbacké,TOUBA M!BOUL,-,Kamadou,3930,Mil,Mil,1,500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Mbacké,TOUBA M!BOUL,-,Kamadou,3930,Arachide,Arachide,1,600,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kédougou,Kédougou,DINDIFELO,-,Pelel  kendessa,3931,Mais,Mais,1,950,Un peu plus faible,Divagation du bétail,,Oui la moitié de la production,Décorticage,,Autoconsommation
Kédougou,Kédougou,DINDIFELO,-,Pelel  kendessa,3931,Riz,Riz,1,1500,Un peu plus élevée,,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Louga,Louga,NGUEUNE SARR,-,AFE Diop,3932,Arachide,Arachide,2,500,Beaucoup plus faible,Peu de pluies,,Non,,,
Kédougou,Saraya,MEDINA BAFFE,-,Saradiou,3933,Mais,Mais,2,2500,Un peu plus faible,Beaucoup de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kédougou,Saraya,MEDINA BAFFE,-,Saradiou,3933,Arachide,Arachide,1,1200,La même,,,Oui toute la production,Décorticage,,Autoconsommation
Thiès,Mbour,DIASS,-,Boukhou,3934,Niébé,Niébé,.22,18,Beaucoup plus faible,Divagation du bétail,,Non,,,
Diourbel,Bambey,K. SAMBA KANE,-,Ndiarno ricadji 1,3935,Mil,Mil,3,1000,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Bambey,K. SAMBA KANE,-,Ndiarno ricadji 1,3935,Niébé,Niébé,1,100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Granulé,,Autoconsommation
