regions,departements,communes,district_dr,villages,id_men,culture_label,culture,superficie,production_kg,appreciation,principal_prod,principal_prod_other,transformer_production,type_transformation,type_transformation_other,destination_prod
Louga,Linguère,DEALI,-,Ndiassam,545,Arachide,Arachide,6.000000000000001,4500,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Tambacounda,MAKACOULIBATANG,-,Walya kande,546,Sorgho,Sorgho,2.0646,1700,La même,,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Tambacounda,MAKACOULIBATANG,-,Walya kande,546,Mais,Mais,.8991000000000001,450,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Tambacounda,MAKACOULIBATANG,-,Walya kande,546,Arachide,Arachide,7.9732,3500,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kolda,Kolda,COUMBACARA,-,Sare Lally,547,Sorgho,Sorgho,1.37,2000,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kolda,Kolda,COUMBACARA,-,Sare Lally,547,Arachide,Arachide,.76,270,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Brisure,,Autoconsommation
Kaffrine,Birkelane,MABO,-,Ndioral Diambaye,548,Mil,Mil,3,1500,Un peu plus faible,Perte de fertilité du sol,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,MABO,-,Ndioral Diambaye,548,Mais,Mais,1,400,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,MABO,-,Ndioral Diambaye,548,Arachide,Arachide,2,1100,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Vente
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Village  11,549,Mil,Mil,1,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Village  11,549,Mais,Mais,1,100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Village  11,549,Arachide,Arachide,3,1000,Beaucoup plus faible,Peu de pluies,,Non,,,
Matam,Ranérou,VELINGARA,-,Wendou ilo,550,Mil,Mil,1,300,Un peu plus élevée,,,Non,,,
Matam,Ranérou,VELINGARA,-,Wendou ilo,550,Arachide,Arachide,3,500,Un peu plus élevée,,,Non,,,
Kaolack,Nioro,WACK NGOUNA,-,Wack ngouna,551,Mil,Mil,5,2500,Un peu plus faible,other,Déficit d'intrants,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,WACK NGOUNA,-,Wack ngouna,551,Mais,Mais,2,200,Beaucoup plus faible,other,Déficit d'intrants,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,WACK NGOUNA,-,Wack ngouna,551,Arachide,Arachide,2,1200,Beaucoup plus faible,other,Déficit d'intrants,Oui toute la production,Décorticage,,Autoconsommation & Vente
Sédhiou,Sédhiou,BENET- BIJINI,-,Francounda sarakhole,552,Mil,Mil,1,110,Un peu plus faible,Insectes,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Sédhiou,BENET- BIJINI,-,Francounda sarakhole,552,Arachide,Arachide,1,945,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Ziguinchor,Bignona,SINDIAN,-,Kagnarou,553,Mil,Mil,.4,100,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Ziguinchor,Bignona,SINDIAN,-,Kagnarou,553,Riz,Riz,.3,250,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Louga,Louga,8313,-,NDIAWE (DIEWALE),554,Mil,Mil,7.000000000000001,400,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,other,Egrainage,Autoconsommation
Fatick,Fatick,9121,-,Poitiers,555,Mil,Mil,3,3500,Beaucoup plus faible,other,J'ai eu niarel,Oui plus de la moitié de la production,Décorticage,,Autoconsommation & Vente
Fatick,Fatick,9121,-,Poitiers,555,Arachide,Arachide,2,2500,La même,,,Non,,,
Thiès,Tivaouane,PIRE GOUREYE,-,Tallen,556,Mil,Mil,1.5,150,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Louga,GUET ARDO,-,Ngar de  Gueth  Ardo,557,Mil,Mil,1.5,100,Beaucoup plus faible,Peu de pluies,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Louga,Louga,GUET ARDO,-,Ngar de  Gueth  Ardo,557,Niébé,Niébé,1,40,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Louga,Louga,GUET ARDO,-,Ngar de  Gueth  Ardo,557,Arachide,Arachide,1,100,Beaucoup plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Kaffrine,Kaffrine,MEDINATOUL SALAM 2,-,Bamba mamadou,558,Mil,Mil,3,350,Un peu plus élevée,,,Oui moins de la moitié de la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,MEDINATOUL SALAM 2,-,Bamba mamadou,558,Mais,Mais,1,110,Un peu plus élevée,,,Oui moins de la moitié de la production,Brisure,,Autoconsommation
Louga,Linguère,DEALI,-,Wandé,559,Mil,Mil,1,450,Un peu plus élevée,,,Non,,,
Louga,Linguère,DEALI,-,Wandé,559,Niébé,Niébé,2,600,Un peu plus élevée,,,Non,,,
Louga,Linguère,DEALI,-,Wandé,559,Arachide,Arachide,2,650,Un peu plus élevée,,,Non,,,
Louga,Linguère,DEALI,-,Wandé,559,Pastèque,Pastèque,1,760,Un peu plus élevée,,,Non,,,
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Bamba thialene,560,Mil,Mil,2,950,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Bamba thialene,560,Sorgho,Sorgho,2,750,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Bamba thialene,560,Mais,Mais,3,1750,Un peu plus faible,Peu de pluies,,Oui la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Bamba thialene,560,Arachide,Arachide,3,1900,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Bamba thialene,560,Sésame,Sésame,2,150,Un peu plus faible,Peu de pluies,,Non,,,
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Diokoul mbelbouck,561,Mil,Mil,2,300,Un peu plus élevée,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Diokoul mbelbouck,561,Mais,Mais,2,200,Un peu plus élevée,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kédougou,Saraya,KHOSSANTO,-,Mandankhony,562,Mais,Mais,1,1450,Beaucoup plus élevée,,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Kédougou,Saraya,KHOSSANTO,-,Mandankhony,562,Arachide,Arachide,.7000000000000001,600,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Bambey,REFANE,-,Ndereppe,563,Mil,Mil,1.5,300,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Bambey,REFANE,-,Ndereppe,563,Arachide,Arachide,.5,100,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Sédhiou,Sédhiou,OUDOUCAR,-,Oudoucar,564,Mil,Mil,2,400,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Sédhiou,OUDOUCAR,-,Oudoucar,564,Mais,Mais,1,50,Beaucoup plus faible,Peu de pluies,,Non,,,
Sédhiou,Sédhiou,OUDOUCAR,-,Oudoucar,564,Arachide,Arachide,1,300,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Diourbel,DANKH SENE,-,NDANKH SENE,565,Mil,Mil,2,1450,La même,,,Non,,,
Diourbel,Diourbel,DANKH SENE,-,NDANKH SENE,565,Niébé,Niébé,1,650,Un peu plus élevée,,,Non,,,
Diourbel,Diourbel,DANKH SENE,-,NDANKH SENE,565,Arachide,Arachide,2,650,Un peu plus faible,Peu de pluies,,Oui la moitié de la production,Étuvage,,Autoconsommation & Vente
Tambacounda,Bakel,TOUMBOURA,-,Goundafa,566,Mil,Mil,1.2,50,Beaucoup plus élevée,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Tambacounda,Bakel,TOUMBOURA,-,Goundafa,566,Mais,Mais,1,30,Un peu plus élevée,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Tambacounda,Bakel,TOUMBOURA,-,Goundafa,566,Arachide,Arachide,.25,150,La même,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Louga,Louga,K.MOMAR SARR,-,Boudy sakho,567,Niébé,Niébé,2,780,Un peu plus faible,Insectes,,Non,,,
Louga,Louga,K.MOMAR SARR,-,Boudy sakho,567,Arachide,Arachide,1,500,Un peu plus faible,Insectes,,Non,,,
Ziguinchor,Ziguinchor,ENAMPORE,-,Médina Boudialabou,568,Riz,Riz,.25,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaolack,Guinguinéo,MBADAKHOUNE,-,Roundal sakhal,569,Mil,Mil,1,800,Un peu plus élevée,,,Non,,,
Kaolack,Guinguinéo,MBADAKHOUNE,-,Roundal sakhal,569,Arachide,Arachide,1,500,Un peu plus élevée,,,Oui toute la production,other,Vendus,Vente
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Sinthiou bal,570,Mil,Mil,6.000000000000001,3000,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Ziguinchor,Bignona,DJINAKI,-,Baline,571,Mil,Mil,.7500000000000001,250,La même,,,Oui toute la production,Mouture (farine),,Autoconsommation
Ziguinchor,Bignona,DJINAKI,-,Baline,571,Riz,Riz,.65,700,Un peu plus faible,Divagation du bétail,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Ziguinchor,Bignona,DJINAKI,-,Baline,571,Arachide,Arachide,.5,400,Beaucoup plus élevée,,,Non,,,
Ziguinchor,Bignona,DJINAKI,-,Baline,571,Bissap,Bissap,.15,370,Un peu plus élevée,,,Non,,,
Tambacounda,Tambacounda,DIALACOTO,-,Bantakountou,572,Mais,Mais,.9879000000000001,700,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Tambacounda,DIALACOTO,-,Bantakountou,572,Arachide,Arachide,.184,150,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaolack,Guinguinéo,OUROUR,-,Ourour ndiodo,573,Mil,Mil,1,200,Un peu plus élevée,,,Non,,,
Kaolack,Guinguinéo,OUROUR,-,Ourour ndiodo,573,Arachide,Arachide,1,150,Un peu plus élevée,,,Non,,,
Kaffrine,Birkelane,N’DIOGNICK,-,Ndimb   Korki,574,Mil,Mil,4,7000,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Birkelane,N’DIOGNICK,-,Ndimb   Korki,574,Mais,Mais,1,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Birkelane,N’DIOGNICK,-,Ndimb   Korki,574,Arachide,Arachide,3,1800,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Brisure,,Vente
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Diokoul mbelbouck,576,Mil,Mil,2,150,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Brisure,,Autoconsommation
Kaffrine,Kaffrine,DIOKOUL M!BELBOUCK,-,Diokoul mbelbouck,576,Mais,Mais,1,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaffrine,Koungheul,FASS THIEKENE,-,Koungheulsoce,577,Mil,Mil,2,500,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Koungheul,FASS THIEKENE,-,Koungheulsoce,577,Arachide,Arachide,2,350,Un peu plus faible,Peu de pluies,,Non,,,
Fatick,Foundiougne,DJILOR,-,6,578,Mil,Mil,1,700,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Foundiougne,DJILOR,-,6,578,Arachide,Arachide,2,1000,Beaucoup plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Matam,Ranérou,VELINGARA,-,Mbonaye2,579,Mil,Mil,1,600,Un peu plus élevée,,,Non,,,
Matam,Ranérou,VELINGARA,-,Mbonaye2,579,Mais,Mais,1,400,Un peu plus élevée,,,Non,,,
Thiès,Mbour,SINDIA,-,Guarigne,580,Mil,Mil,5,3050,Beaucoup plus faible,Peu de pluies,,Non,,,
Thiès,Mbour,SINDIA,-,Guarigne,580,Arachide,Arachide,5,5000,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Maka fall,581,Niébé,Niébé,1,350,Un peu plus faible,Insectes,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Maka fall,581,Arachide,Arachide,1,400,Un peu plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Maka fall,581,Pastèque,Pastèque,.1,1000,La même,,,Non,,,
Fatick,Foundiougne,KEUR SAMBA GUEYE,-,Keur ayib ka,582,Mil,Mil,3,1000,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Fatick,Foundiougne,KEUR SAMBA GUEYE,-,Keur ayib ka,582,Arachide,Arachide,3,1500,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kaolack,Kaolack,NDIAFFATE,-,Thiakho   thiofior,583,Mil,Mil,2,1200,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kaolack,Kaolack,NDIAFFATE,-,Thiakho   thiofior,583,Mais,Mais,1,500,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kaolack,Kaolack,NDIAFFATE,-,Thiakho   thiofior,583,Arachide,Arachide,3,1700,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Ziguinchor,Ziguinchor,ADEANE,-,Agniack,584,Mais,Mais,1.5,800,Un peu plus faible,Peu de pluies,,Oui toute la production,Granulé,,Autoconsommation
Ziguinchor,Ziguinchor,ADEANE,-,Agniack,584,Riz,Riz,.5,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaolack,Kaolack,NDIEDIENG,-,Mboudaye    Serere,585,Mil,Mil,1,600,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Kaolack,Kaolack,NDIEDIENG,-,Mboudaye    Serere,585,Mais,Mais,1,400,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Kaolack,Kaolack,NDIEDIENG,-,Mboudaye    Serere,585,Arachide,Arachide,1,800,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Kaolack,Kaolack,NDIEDIENG,-,Mboudaye    Serere,585,Pastèque,Pastèque,1,1900,Un peu plus élevée,,,Non,,,
Matam,Ranérou,VELINGARA,-,Sorokoume,586,Mil,Mil,1,400,Un peu plus faible,Rongeurs,,Non,,,
Matam,Ranérou,VELINGARA,-,Sorokoume,586,Mais,Mais,1,400,La même,,,Non,,,
Matam,Ranérou,VELINGARA,-,Sorokoume,586,Niébé,Niébé,1,134,Beaucoup plus faible,Rongeurs,,Non,,,
Louga,Louga,NGUIDILE,,Nguidile,587,Niébé,Niébé,6.000000000000001,400,Beaucoup plus faible,Rongeurs,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaffrine,Birkelane,TOUBA M’BELLA,-,Baïla ndour,588,Mil,Mil,2,1100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,TOUBA M’BELLA,-,Baïla ndour,588,Sorgho,Sorgho,2,800,Un peu plus faible,Perte de fertilité du sol,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Kaffrine,Birkelane,TOUBA M’BELLA,-,Baïla ndour,588,Mais,Mais,2,600,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,TOUBA M’BELLA,-,Baïla ndour,588,Arachide,Arachide,2,800,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,PAROUMBA,-,Kollo,589,Mil,Mil,.5,245,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,PAROUMBA,-,Kollo,589,Sorgho,Sorgho,.5,240,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,PAROUMBA,-,Kollo,589,Mais,Mais,.25,260,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,PAROUMBA,-,Kollo,589,Riz,Riz,.25,150,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Kolda,Velingara,PAROUMBA,-,Kollo,589,Arachide,Arachide,2,670,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Tambacounda,Tambacounda,MISSIRAH,-,Hamdallaye tessan,590,Mil,Mil,3,2350,La même,,,Oui la moitié de la production,Décorticage,,Autoconsommation & Vente
Tambacounda,Tambacounda,MISSIRAH,-,Hamdallaye tessan,590,Sorgho,Sorgho,3,2550,Un peu plus élevée,,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Tambacounda,Tambacounda,MISSIRAH,-,Hamdallaye tessan,590,Mais,Mais,4,3250,La même,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation & Vente
Thiès,Mbour,FISSEL,-,Ndoffane,592,Mil,Mil,1,100,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Thiès,Mbour,FISSEL,-,Ndoffane,592,Sorgho,Sorgho,.5,80,La même,,,Non,,,
Thiès,Mbour,FISSEL,-,Ndoffane,592,Niébé,Niébé,1,100,Un peu plus faible,Rongeurs,,Non,,,
Kaolack,Nioro,WACK NGOUNA,-,Darou Matar,593,Mil,Mil,3,1000,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaolack,Nioro,WACK NGOUNA,-,Darou Matar,593,Arachide,Arachide,3,1500,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation & Vente
Tambacounda,Bakel,MOUDERY,-,Tuabou,594,Mais,Mais,1,2250,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Diourbel,Diourbel,N!DINDY,-,Ndindy,595,Mil,Mil,1,500,Un peu plus faible,Peu de pluies,,Oui la moitié de la production,Mouture (farine),,Autoconsommation
Diourbel,Diourbel,N!DINDY,-,Ndindy,595,Niébé,Niébé,1,80,Un peu plus élevée,,,Oui la moitié de la production,Décorticage,,Autoconsommation
Diourbel,Diourbel,N!DINDY,-,Ndindy,595,Arachide,Arachide,1,100,Un peu plus faible,Peu de pluies,,Oui la moitié de la production,Décorticage,,Autoconsommation & Vente
Tambacounda,Tambacounda,MISSIRAH,-,2,596,Mil,Mil,.5,250,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Tambacounda,MISSIRAH,-,2,596,Mais,Mais,.5,100,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Tambacounda,MISSIRAH,-,2,596,Niébé,Niébé,.5,50,Beaucoup plus faible,Peu de pluies,,Non,,,
Tambacounda,Tambacounda,MISSIRAH,-,2,596,Arachide,Arachide,1,1000,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Tambacounda,MISSIRAH,-,2,596,Banane,Banane,.5,5000,La même,,,Non,,,
Kédougou,Kédougou,TOMBORONKOTO,-,Brandoufary,597,Sorgho,Sorgho,.5,425,La même,,,Oui toute la production,Mouture (farine),,Autoconsommation
Kédougou,Kédougou,TOMBORONKOTO,-,Brandoufary,597,Mais,Mais,2,1600,La même,,,Oui toute la production,Mouture (farine),,Autoconsommation
Kédougou,Kédougou,TOMBORONKOTO,-,Brandoufary,597,Riz,Riz,.7500000000000001,1100,Un peu plus élevée,,,Oui toute la production,Brisure,,Autoconsommation
Matam,Ranérou,VELINGARA,-,Thionokh sanghe,598,Mil,Mil,2,1000,Beaucoup plus élevée,,,Non,,,
Matam,Ranérou,VELINGARA,-,Thionokh sanghe,598,Sorgho,Sorgho,1,600,Un peu plus faible,Peu de pluies,,Non,,,
Matam,Ranérou,VELINGARA,-,Thionokh sanghe,598,Mais,Mais,1,700,La même,,,Non,,,
Matam,Ranérou,VELINGARA,-,Thionokh sanghe,598,Arachide,Arachide,2,2000,Un peu plus élevée,,,Non,,,
Diourbel,Mbacké,TOUBA MOSQUEE,-,Mbayene,599,Mil,Mil,2,800,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Mbacké,TOUBA MOSQUEE,-,Mbayene,599,Niébé,Niébé,.5,80,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Diourbel,Mbacké,TOUBA MOSQUEE,-,Mbayene,599,Arachide,Arachide,3,900,Beaucoup plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,KAYEMOR,-,5,600,Mil,Mil,2,800,Un peu plus faible,other,"Pas d'engrais, resemis",Oui toute la production,Mouture (farine),,Autoconsommation
Kaolack,Nioro,KAYEMOR,-,5,600,Arachide,Arachide,3,1800,Un peu plus faible,Peu de pluies,,Oui la moitié de la production,other,Semence,Autoconsommation & Vente
Ziguinchor,Oussouye,DJEMBERING,-,Cabrousse mossor,601,Riz,Riz,.2557,300,Un peu plus faible,Peu de pluies,,Oui toute la production,Brisure,,Autoconsommation
Kolda,Velingara,MEDINA GOUNASS,-,Médina gounass,602,Mais,Mais,.25,300,Un peu plus faible,Beaucoup de pluies,,Non,,,
Kolda,Velingara,MEDINA GOUNASS,-,Médina gounass,602,Arachide,Arachide,1,850,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Sédhiou,Goudomp,BAGHERE,-,Kafoul,603,Riz,Riz,.4,150,Un peu plus faible,Peu de pluies,,Oui plus de la moitié de la production,Brisure,,Autoconsommation
Sédhiou,Goudomp,BAGHERE,-,Kafoul,603,Arachide,Arachide,.5,500,Un peu plus faible,Peu de pluies,,Non,,,
Kaffrine,Birkelane,MABO,-,Maka Sacoumba,604,Mil,Mil,1,1000,Un peu plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,MABO,-,Maka Sacoumba,604,Mais,Mais,1,300,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,MABO,-,Maka Sacoumba,604,Arachide,Arachide,2,600,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Kaffrine,Koungheul,IDA MOURIDE,-,Douba,605,Mil,Mil,1,100,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Koungheul,IDA MOURIDE,-,Douba,605,Arachide,Arachide,3,1500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaffrine,Malem Hoddar,DIANKE SOUF,-,ngaba,606,Mil,Mil,1,500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Malem Hoddar,DIANKE SOUF,-,ngaba,606,Sorgho,Sorgho,1,300,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Granulé,,Autoconsommation
Kaffrine,Malem Hoddar,DIANKE SOUF,-,ngaba,606,Arachide,Arachide,2,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Vente
Diourbel,Bambey,GAWANE,-,Gawane,607,Mil,Mil,1,460,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,GAWANE,-,Gawane,607,Niébé,Niébé,.25,40,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,GAWANE,-,Gawane,607,Arachide,Arachide,.6000000000000001,150,Beaucoup plus faible,Peu de pluies,,Non,,,
